Fecha,Severidad del Problema,Problema,Empresa,RANCHO,Punto de rocío (ºC),Punto de rocío Maximo (°C),Hora de registro de velocidad máxima de viento,Viento (km/h),Ráfaga de viento (km/h),Temperatura Promedio (ºC),Humedad Promedio (%),ETO (mm),Joules Acumulados,Horas Frío Efectivas,Lluvia (mm),Horas luz
12/17/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,10.0,16.0,0.555555556,19.3,22.5,15.9,81.9,0.47,1663.1,0.0,0.0,8.7
12/17/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,10.0,16.0,0.555555556,19.3,22.5,15.9,81.9,0.47,1663.1,0.0,0.0,8.7
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Controle,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Controle,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Daño,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,PALMAS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,7.0,15.0,0.570833333,12.9,22.5,16.1,77.6,3.2,1529.9,2.5,0.0,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Controle,Thrips (Scirtothrips spp.),Sino A,ALAMOS II,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
12/18/2020,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,7.0,16.0,0.552083333,12.9,16.1,15.5,80.3,2.46,1467.5,7.4,0.254,8.6
